ID,COUNTRY_CODE,NAME,LOCATION_TYPE
9105477,HU,7346,Postal Code
9073044,MY,Niah,City
9125393,ID,Galing,District
1028377,US,Martinsburg,City
1024533,US,Oakridge,City
1012859,UA,Lviv,City
1031981,BR,Rolandia,City
9159458,JP,035-0096,Postal Code
9007188,US,18927,Postal Code
9147884,IN,576226,Postal Code
9041164,CA,Oshawa Executive Airport,Airport
9116537,DE,31629,Postal Code
9001188,CA,R2K,Postal Code
9002265,US,03044,Postal Code
9180175,IN,768211,Postal Code
1023445,US,Vestal,Municipality
9023263,US,64161,Postal Code
9107217,HU,2629,Postal Code
9073949,MX,Alpuyeca,City
9153356,IN,754030,Postal Code
9106098,HU,8623,Postal Code
1014649,US,Wellington,City
9031990,US,94515,Postal Code
9043129,DE,13127,Postal Code
9060582,US,North Park,Neighborhood
9075599,LV,Jekabpils Municipality,Municipality
9059626,US,Terry County,County
9124051,ID,Labuhan Haji,District
9072129,AU,3139,Postal Code
9170917,JP,869-6211,Postal Code
1007648,HU,Gyor,City
9163729,JP,519-3421,Postal Code
9055083,FR,14800,Postal Code
9009981,US,28213,Postal Code
9020975,US,58581,Postal Code
9302749,IN,388315,Postal Code
9063003,HU,1201,Postal Code
9032330,US,95436,Postal Code
9299601,IN,Bagbera colony,City
9068355,DE,39124,Postal Code
9073482,US,Alphabet City,Neighborhood
9023481,US,65016,Postal Code
9148700,IN,629171,Postal Code
1009056,JP,Matsumae,City
9141066,MX,99834,Postal Code
9177574,JP,506-1319,Postal Code
9127267,ID,Cigalontang,District
9115973,DE,Harz,District
9127138,ID,Insana Tengah,District
9118790,NZ,7384,Postal Code
9123518,ID,Panongan,District
9159933,JP,963-6214,Postal Code
9155932,JP,781-4406,Postal Code
20141,CH,St. Gallen,Canton
9115621,DE,97342,Postal Code
9046054,GB,MK6,Postal Code
9047971,CH,Gipf-Oberfrick,City
9041829,DE,67133,Postal Code
9073149,NO,Spydeberg Municipality,Municipality
9003477,US,07017,Postal Code
9298772,IN,Anbu Nagar,City
9015721,US,45231,Postal Code
1024467,US,Gold Beach,City
9151763,IN,233302,Postal Code
9170790,JP,969-7515,Postal Code
9031502,US,92551,Postal Code
1003291,CH,Weisslingen,City
9298831,IN,Chak Imam Ali,City
9148761,IN,635107,Postal Code
9154301,IN,481111,Postal Code
9045574,GB,GL3,Postal Code
9120765,ID,45573,Postal Code
9029457,US,83321,Postal Code
9052740,US,Renovo,City
1026837,US,Thompsons,City
9063044,HU,1238,Postal Code
9174411,JP,089-3576,Postal Code
9133858,MX,62742,Postal Code
9164989,JP,519-2212,Postal Code
9172344,JP,799-0112,Postal Code
9055068,FR,13821,Postal Code
9009157,US,25413,Postal Code
9070491,AU,6229,Postal Code
9073684,LY,Az-Zawiyah,City
9176070,JP,947-0035,Postal Code
9153702,IN,851116,Postal Code
9062781,CZ,623 00,Postal Code
9106210,HU,8416,Postal Code
1005033,DK,Virum,City
9057329,US,Calhoun County,County
1011657,PL,Kolobrzeg,City
1007613,HR,Koprivnica,City
9012366,US,34610,Postal Code
9001629,CA,X1A,Postal Code
1026017,US,Hillsboro,City
1011853,RU,Barnaul,City
1021970,US,Tilton,City
9120957,ID,61275,Postal Code
9125560,ID,Likupang Timur,District
9043048,DE,15831,Postal Code
9302012,IN,522437,Postal Code
1011654,PL,Gryfino,City
9004544,US,11790,Postal Code
1011929,RU,Obninsk,City
1000950,AT,Mieming,City
9019849,US,55972,Postal Code
9110413,FR,45310,Postal Code
9133543,MX,30108,Postal Code
9133090,MX,42434,Postal Code
1006913,GB,Manningtree,City
9014520,US,41539,Postal Code
9177848,JP,891-5201,Postal Code
9012374,US,34654,Postal Code
9064522,NL,5062,Postal Code
1016755,US,Palos Park,City
9108137,FR,57640,Postal Code
9155231,JP,970-0221,Postal Code
9119162,ID,53316,Postal Code
1009483,JP,Matsusaka,City
9131997,MX,45446,Postal Code
9178670,JP,901-3601,Postal Code
9007706,US,20689,Postal Code
9167202,JP,699-5305,Postal Code
1008543,IT,Matera,City
9011943,US,33172,Postal Code
1025768,US,Hayti,City
9015219,US,43939,Postal Code
9107167,HU,9313,Postal Code
1013307,US,North Little Rock,City
9163055,JP,649-4216,Postal Code
9028522,US,79358,Postal Code
1019843,US,Gaylord,City
9175323,JP,671-4142,Postal Code
9107379,HU,9437,Postal Code
9049096,ES,La Canyada,City
9022180,US,61776,Postal Code
9015693,US,45176,Postal Code
1001414,BE,Waremme,City
1010347,NL,Aalten,City
1015578,US,Honokaa,City
1005482,ES,Pontevedra,City
9107607,HU,6911,Postal Code
9068815,FR,Vic-en-Bigorre,City
1020939,US,Poplar,City
9136310,MX,69870,Postal Code
9060767,CA,McCauley,Neighborhood
9059463,US,Dawson County,County
1002153,CA,Rankin Inlet,City
9113002,US,Iowa's 4th Congressional District 2022 redistricting,Congressional District
1020390,US,Holts Summit,City
9136996,MX,49678,Postal Code
9136677,MX,73247,Postal Code
9054624,US,23066,Postal Code
9147966,IN,577535,Postal Code
9017262,US,48906,Postal Code
9119713,ID,78768,Postal Code
200632,US,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",DMA Region
9070049,AM,Lori Province,Province
9066433,MY,Kota Damansara,Neighborhood
9135754,MX,49620,Postal Code
9042756,DE,96050,Postal Code
9126698,ID,Selebar,District
1021009,US,Belmont,City
9135944,MX,52148,Postal Code
9065557,MY,Kampung Lempun,Neighborhood
200868,US,"Chico-Redding, CA",DMA Region
9056078,FR,71600,Postal Code
9011021,US,30525,Postal Code
9302770,IN,410510,Postal Code
9063851,NL,2831,Postal Code
9128433,ID,Gucialit,District
9143800,MX,95365,Postal Code
9012837,US,36203,Postal Code
9152454,IN,497111,Postal Code
9130001,MX,43016,Postal Code
9006813,US,17723,Postal Code
9177237,JP,621-0126,Postal Code
9065113,NL,3342,Postal Code
9300065,IN,501141,Postal Code
9069172,AU,4517,Postal Code
9154374,IN,507135,Postal Code
9155547,JP,206-0822,Postal Code
9299882,IN,755011,Postal Code
9014595,US,41773,Postal Code
9146232,IN,416003,Postal Code
9064119,NL,1452,Postal Code
1030261,UA,Dniprorudne,City
9139928,MX,99523,Postal Code
9006824,US,17744,Postal Code
9165954,JP,285-0000,Postal Code
9143185,MX,61963,Postal Code
9134176,MX,70337,Postal Code
9172905,JP,390-1515,Postal Code
9298121,IN,Mahajan Fieldfiring Range,City
9142562,MX,30093,Postal Code
9018783,US,53122,Postal Code
9027499,US,76705,Postal Code
9112076,FR,19430,Postal Code
9145959,IN,396105,Postal Code
9054341,US,29368,Postal Code
9159032,JP,078-8206,Postal Code
9127176,ID,Bojong,District
9137197,MX,21614,Postal Code
9004349,US,11213,Postal Code
9136543,MX,76994,Postal Code
9007335,US,19255,Postal Code
9033923,US,99639,Postal Code
9122917,ID,Lage,District
9014987,US,43231,Postal Code
1023828,US,Mechanicsburg,City
9121153,ID,93891,Postal Code
9070609,AU,6081,Postal Code
9054997,FR,12200,Postal Code
1006521,GB,Binfield,City
9164895,JP,920-2502,Postal Code
9024012,US,66614,Postal Code
9011255,US,31217,Postal Code
9149779,IN,722143,Postal Code
9048158,DE,Aresing,City
9044201,DE,32549,Postal Code
1022885,US,East Syracuse,City
9025956,US,72473,Postal Code
9176893,JP,699-1202,Postal Code
9013927,US,39157,Postal Code
9075679,LV,Balvi Municipality,Municipality
1020737,US,Gautier,City
9051910,US,Enterprise,City
9159096,JP,699-4502,Postal Code
9177626,JP,694-0054,Postal Code
9119445,ID,12630,Postal Code
9030997,US,90210,Postal Code
9156707,JP,519-5206,Postal Code
1026781,US,Sebastian,City
9008417,US,23110,Postal Code
9110837,FR,49560,Postal Code
9008873,US,24473,Postal Code
1028157,US,Pleasant Prairie,City
9165304,JP,699-1341,Postal Code
9160947,JP,759-2131,Postal Code
9172882,JP,519-0135,Postal Code
9134864,MX,90440,Postal Code
9016908,US,48185,Postal Code
9121250,ID,41162,Postal Code
9029289,US,82414,Postal Code
9151811,IN,261303,Postal Code
9111029,FR,73610,Postal Code
9104270,CA,Saint-Pacome,Municipality
9119430,ID,43262,Postal Code
9043812,DE,40667,Postal Code
9050254,FR,Tonneins,City
9021441,US,60025,Postal Code
9109975,FR,03460,Postal Code
9029974,US,85014,Postal Code
9059381,US,Pickett County,County
9116926,DE,21737,Postal Code
1029498,MY,Bayan Lepas,City
9033134,US,97622,Postal Code
9303507,IN,609807,Postal Code
1016465,US,Fisher,City
1011383,PL,Rytro,City
1010471,NL,Bladel,City
1005321,DK,Kjellerup,City
9066602,MY,93300,Postal Code
1010455,NL,Reuver,City
9063145,NL,Bergambacht,Municipality
9299318,IN,Thimmapur,City
9020096,US,56339,Postal Code
9133251,MX,74656,Postal Code
1013093,US,Ozark,City
9056266,FR,78510,Postal Code
1005975,FR,Cachan,City
9050312,FR,Vigneux-de-Bretagne,City
9044567,DE,65189,Postal Code
9100829,BR,23025,Postal Code
9070357,BD,Rangpur Division,Province
9174293,JP,311-0323,Postal Code
20047,AT,Styria,State
9162084,JP,989-0916,Postal Code
9049403,FR,Cadenet,City
9006589,US,17015,Postal Code
20114,CA,British Columbia,Province
9057435,US,Stephens County,County
9301968,IN,415003,Postal Code
9117759,ID,Tanimbar Islands Regency,Municipality
9173563,JP,747-0344,Postal Code
9043249,DE,23769,Postal Code
9175181,JP,678-1186,Postal Code
9022516,US,62471,Postal Code
1030912,AT,Krensdorf,City
9161133,JP,731-1222,Postal Code
1004836,DE,Vallendar,City
9127491,ID,Karangpandan,District
9125899,ID,Polombangkeng Utara,District
9141196,MX,23696,Postal Code
9142478,MX,43168,Postal Code
9169330,JP,319-2411,Postal Code
9153316,IN,741401,Postal Code
9051671,US,Byram,City
9006344,US,16249,Postal Code
9066396,MY,Taman U Thant,Neighborhood
9134003,MX,70420,Postal Code
9073194,PE,Canta Province,Province
9034067,US,99919,Postal Code
9060742,FR,Wazemmes,Neighborhood
9043164,DE,15806,Postal Code
9129964,MX,94274,Postal Code
1026620,US,Mexia,City
9149465,IN,689512,Postal Code
1008180,IT,Montichiari,City
9128017,ID,Lendah,District
9062854,CZ,500 03,Postal Code
9137618,MX,47577,Postal Code
1004353,DE,Dietzenbach,City
9105711,HU,8977,Postal Code
9103482,NL,8475,Postal Code
9302524,IN,824217,Postal Code
9128381,ID,Pademangan,District
9168570,JP,509-3415,Postal Code
1026011,US,Helenwood,City
9058915,US,Oliver County,County
9113269,DE,02959,Postal Code
1023032,US,Irvington,City
1016026,US,Sibley,City
9061788,IN,743144,Postal Code
9033752,US,99143,Postal Code
9048627,DE,Oberhausen,City
9006581,US,17003,Postal Code
1021401,US,Bisbee,City
9007458,US,19707,Postal Code
9303169,IN,226010,Postal Code
9128197,ID,Sukaresmi,District
1016196,US,Moscow,City
9001604,CA,V9A,Postal Code
9074373,ID,Plumbon,City
9140366,MX,98263,Postal Code
1004546,DE,Rosengarten,City
9022830,US,63043,Postal Code
9047816,BR,Sao Lourenco do Oeste,City
9033273,US,98030,Postal Code
9057783,US,Pocahontas County,County
1030437,UA,Pershotravens'k,City
9128053,ID,Mangaran,District
9142776,MX,35567,Postal Code
9054153,US,43721,Postal Code
9149217,IN,680505,Postal Code
9149387,IN,686536,Postal Code
1005542,ES,Gandia,City
9176486,JP,444-3623,Postal Code
9022302,US,62045,Postal Code
9030815,US,89139,Postal Code
1026253,US,Bullard,City
9055844,FR,62138,Postal Code
1022108,US,Elizabeth,City
9102976,NL,6132,Postal Code
9040676,US,New York's 7th Congressional District 2012 redistricting,Congressional District
1016893,US,Tamms,City
21511,CO,Cauca,Region
9164114,JP,357-0218,Postal Code
9059101,US,Clatsop County,County
9164271,JP,949-7422,Postal Code
9124947,ID,Sukajadi,District
1001571,BR,Governador Valadares,City
1002758,CA,Griffin,City
9126565,ID,Pusako,District
9153912,IN,246421,Postal Code
9067355,PH,San Martin de Porres,Neighborhood
9043591,DE,23669,Postal Code
9001687,US,01089,Postal Code
9055257,FR,31770,Postal Code
9146611,IN,464220,Postal Code
9300302,IN,243501,Postal Code
9031344,US,92120,Postal Code
9169699,JP,019-0514,Postal Code
1018599,US,Glen Arm,City
9028660,US,79821,Postal Code
9030798,US,89115,Postal Code
9006787,US,17552,Postal Code
9054846,US,12506,Postal Code
9110717,FR,56220,Postal Code
9044437,DE,63505,Postal Code
9026027,US,72639,Postal Code
9166424,JP,899-7306,Postal Code
1031023,PL,Bukowno,City
9175659,JP,098-5765,Postal Code
9170622,JP,679-5645,Postal Code
9302201,IN,247129,Postal Code
1007084,GB,Soulbury,City
9150813,IN,797117,Postal Code
9156762,JP,018-1853,Postal Code
9127833,ID,Rantau Panjang,District
20803,PE,Huancavelica,Region
9013669,US,38488,Postal Code
1008230,IT,Bene Vagienna,City
1021666,US,Gothenburg,City
9014544,US,41604,Postal Code
9051197,NL,Vijfhuizen,City
1011748,PT,Sacavem,City
9006435,US,16602,Postal Code
1016627,US,Litchfield,City
9115886,DE,36217,Postal Code
9156308,JP,699-1831,Postal Code
9167544,JP,431-0301,Postal Code
9028267,US,78664,Postal Code
9159870,JP,914-0002,Postal Code
9172913,JP,981-4401,Postal Code
1009471,JP,Tahara,City
9066654,MY,80100,Postal Code
1019478,US,Nashville,City
9175487,JP,741-0073,Postal Code
1007179,GB,Truro,City
9026933,US,75234,Postal Code
1004181,DE,Grunwald,City
9029036,US,80929,Postal Code
9135549,MX,74339,Postal Code
9126117,ID,East Motoling,District
9101945,BR,78736,Postal Code
9046042,GB,WD3,Postal Code
9170990,JP,798-1505,Postal Code
1003170,CH,Chiasso,City
9049988,FR,Perols,City
1000997,AT,Vienna,City
9067078,PH,Lucao,Neighborhood
9162142,JP,354-0045,Postal Code
9301268,IN,394315,Postal Code
9114658,DE,87789,Postal Code
9130121,MX,26573,Postal Code
9028759,US,80130,Postal Code
9117641,DE,54664,Postal Code
9104471,CA,Orkney No. 244,Municipality
9175241,JP,099-1101,Postal Code
9140883,MX,98951,Postal Code
1029909,NZ,Motueka,City
9061571,GR,Patras,City
9058718,US,Quay County,County
9016203,US,46365,Postal Code
9143265,MX,90125,Postal Code
9056461,FR,91390,Postal Code
9139026,MX,69718,Postal Code
9134722,MX,60539,Postal Code
9143461,MX,95806,Postal Code
9011505,US,32130,Postal Code
9299743,IN,Shivare,City
1031312,MX,Puerto Penasco,City
1019304,US,Gaylord,City
9003345,US,06461,Postal Code
9143019,MX,34625,Postal Code
9026813,US,75042,Postal Code
9066824,PH,Malate,District
1004222,DE,Lindau,City
9147374,IN,522006,Postal Code
9033612,US,98674,Postal Code
9300818,IN,249408,Postal Code
9146300,IN,416549,Postal Code
9002772,US,04658,Postal Code
9109935,FR,06620,Postal Code
9102179,BR,86811,Postal Code
9102666,NL,3739,Postal Code
9303085,IN,204215,Postal Code
9020660,US,57741,Postal Code
9119208,ID,27216,Postal Code
9121659,ID,31668,Postal Code
9147819,IN,574104,Postal Code
9144858,IN,246487,Postal Code
9300658,IN,614017,Postal Code
9141635,MX,85238,Postal Code
9147474,IN,531032,Postal Code
9300043,IN,Khed,City
1007217,GB,Westerham,City
1016817,US,Rome,City
9135217,MX,58413,Postal Code
9052631,US,Palmer Heights,City
9169936,JP,885-1204,Postal Code
1017545,US,Liberal,City
9003338,US,06450,Postal Code
9140438,MX,38425,Postal Code
9101823,BR,74989,Postal Code
9028983,US,80816,Postal Code
9124397,ID,East Tidore,District
9112687,AU,City of Wyndham,Municipality
9008494,US,23324,Postal Code
9149234,IN,680571,Postal Code
9107419,HU,7148,Postal Code
9031805,US,93609,Postal Code
9300220,IN,632506,Postal Code
9073575,GB,WS4,Postal Code
1008564,IT,Pompei,City
9167433,JP,077-0464,Postal Code
9106492,HU,3323,Postal Code
9127654,ID,Mataram Baru,District
9180355,IN,843317,Postal Code
9003991,US,08753,Postal Code
9053777,US,78547,Postal Code
9300697,None,202139,Postal Code
9005232,US,13368,Postal Code
1026950,US,Lewiston,City
9109152,FR,14690,Postal Code
9022251,US,61924,Postal Code
9065966,MY,Taman Seri Inderapura,Neighborhood
9111837,FR,77890,Postal Code
1020486,US,Miller,City
9005235,US,13406,Postal Code
9001537,CA,V5N,Postal Code
1017804,US,Jackson,City
9157426,JP,399-2602,Postal Code
9040921,RU,Kislovodsk,City
9178322,JP,729-3307,Postal Code
9146062,IN,403801,Postal Code
9145756,IN,370627,Postal Code
9040307,TW,Changhua County,County
9024206,US,67112,Postal Code
9153110,IN,670142,Postal Code
9106702,HU,3324,Postal Code
9131741,MX,40487,Postal Code
9041948,DE,74889,Postal Code
9105501,HU,3770,Postal Code
1018714,US,Sparrows Point,City
9058032,US,Ascension Parish,County
9071470,AU,3461,Postal Code
9300030,IN,Narasimhanaickenpalayam,Neighborhood
1020539,US,Peculiar,City
9137777,MX,25970,Postal Code
9033443,US,98354,Postal Code
9016747,US,47950,Postal Code
9123883,ID,Gemeh,District
1019664,US,Whitmore Lake,City
9054671,US,17920,Postal Code
1021749,US,Shelby,City
9018559,US,52351,Postal Code
9030198,US,85616,Postal Code
1018607,US,Great Mills,City
9114837,DE,Ostallgau,District
9047180,VN,Lao Cai,Province
9042989,DE,04668,Postal Code
9167152,JP,781-2323,Postal Code
9146329,IN,422207,Postal Code
9001436,CA,V0C,Postal Code
9021721,US,60616,Postal Code
9167846,JP,789-0315,Postal Code
9178292,JP,701-2602,Postal Code
9058112,US,Baltimore County,County
9116764,DE,24229,Postal Code
9117563,DE,57639,Postal Code
9144299,IN,176040,Postal Code
1019131,US,Au Gres,City
9141257,MX,90428,Postal Code
1021846,US,East Kingston,City
9030779,US,89052,Postal Code
9129574,MX,79810,Postal Code
9104267,CA,Saint-Paul-de-la-Croix,Municipality
9176938,JP,963-4111,Postal Code
1016451,US,Erie,City
9126191,ID,Sijunjung,District
9033846,US,99516,Postal Code
9041607,DE,94262,Postal Code
9159947,JP,929-1215,Postal Code
9101603,BR,65919,Postal Code
1031587,BR,Corbelia,City
9153222,IN,691509,Postal Code
9067049,PH,Sungay South,Neighborhood
9121227,ID,94712,Postal Code
9141357,MX,51867,Postal Code
1029165,CZ,Sobeslav,City
9002410,US,03745,Postal Code
9164936,JP,761-4133,Postal Code
1027639,US,Liberty Lake,City
9031201,US,91604,Postal Code
1026977,US,Pleasant Grove,City
20920,RU,Bryansk Oblast,Region
9067790,SE,Norberg,City
1019770,US,Clements,City
9165562,JP,989-5502,Postal Code
9122018,NZ,Saint Leonards,Neighborhood
20261,EC,Guayas,Province
2196,CY,Cyprus,Country
1021751,US,Sidney,City
1027621,US,Kenmore,City
9052322,US,Lincoln,City
1001696,BR,Uruguaiana,City
9012251,US,33983,Postal Code
9102403,BR,91540,Postal Code
9119076,NZ,0172,Postal Code
9001388,CA,T6L,Postal Code
9136525,MX,92597,Postal Code
9171061,JP,707-0012,Postal Code
9140318,MX,42836,Postal Code
9074632,TH,Hua Samrong,City
9300150,IN,Maddur,City
9299066,IN,Kodigehalli,City
9028096,None,78257,Postal Code
9028609,US,79697,Postal Code
9158811,JP,061-1362,Postal Code
9106789,HU,9361,Postal Code
9067306,PH,Poblacion,Neighborhood
9045949,GB,W14,Postal Code
9048658,DE,Pliezhausen,City
9161643,JP,076-0006,Postal Code
9137771,MX,83567,Postal Code
1006994,GB,Porthleven,City
1016424,US,Durand,City
9118468,NZ,3990,Postal Code
9052952,US,Swansea,City
9147409,None,523260,Postal Code
9064363,NL,1401,Postal Code
9070967,AU,5241,Postal Code
9162902,JP,399-0213,Postal Code
9016047,US,46035,Postal Code
9068163,DE,70629,Postal Code
9042893,DE,38704,Postal Code
1031827,BR,Monte Alegre do Sul,City
1018127,US,Boston,City
9011131,US,30742,Postal Code
9014117,US,39767,Postal Code
9041348,US,Naples Airport,Airport
9067381,PL,Popowice,Borough
9174092,JP,808-0109,Postal Code
9303678,IN,625122,Postal Code
9138474,MX,28983,Postal Code
9118291,NZ,4075,Postal Code
1028561,VE,Porlamar,City
9137221,MX,73397,Postal Code
1004487,DE,Damme,City
9160514,JP,798-2104,Postal Code
9142363,MX,98463,Postal Code
9031270,US,91934,Postal Code
9175152,JP,869-6114,Postal Code
1014781,US,Newington,City
9155839,JP,294-0051,Postal Code
9002603,US,04256,Postal Code
9133262,MX,34605,Postal Code
9075373,IN,Nawalgarh,City
20566,IT,Province of Lucca,Province
9117815,ID,Muna Regency,Municipality
9062211,IN,400095,Postal Code
9119769,ID,68466,Postal Code
9010370,US,29058,Postal Code
9172441,JP,846-0003,Postal Code
9143331,MX,25374,Postal Code
9120550,ID,55763,Postal Code
9157732,JP,990-0502,Postal Code
9061855,IN,700003,Postal Code
9112370,EG,El Mokattam,District
9073240,PE,Jorge Basadre Province,Province
9052290,US,Seabrook,City
9010177,US,28579,Postal Code
9075997,PE,Villa Rica,City
9016248,US,46537,Postal Code
1017826,US,Lovelaceville,City
9050784,NL,Arcen,City
9159062,JP,940-0124,Postal Code
9015362,US,44230,Postal Code
9075895,SL,Western Area,Region
9155878,JP,669-5377,Postal Code
9113534,DE,84326,Postal Code
9123392,ID,Kei Kecil Timur,District
9113329,DE,01731,Postal Code
9303691,IN,303701,Postal Code
1010626,NL,Baambrugge,City
9145349,IN,313325,Postal Code
9121313,ID,24511,Postal Code
9014252,US,40258,Postal Code
9015807,US,45377,Postal Code
9010179,US,28581,Postal Code
9111737,FR,13570,Postal Code
1011765,PT,Fatima,City
9301339,IN,422113,Postal Code
1017201,US,Miami,City
1011551,PL,Dzialdowo,City
9054403,US,47467,Postal Code
9302492,IN,144007,Postal Code
9072512,GB,Oxenhope,City
1027474,US,Websterville,Neighborhood
9120520,ID,52255,Postal Code
9178560,JP,797-1713,Postal Code
9111956,FR,49650,Postal Code
9167149,JP,514-1254,Postal Code
9301833,IN,202137,Postal Code
9102585,BR,99040,Postal Code
1014310,US,Suisun City,City
9068127,DE,13351,Postal Code
9062141,IN,500081,Postal Code
9150154,IN,758081,Postal Code
1005191,DK,Grasten,City
9178061,JP,696-0011,Postal Code
1019936,US,Lindstrom,City
9155266,JP,788-0041,Postal Code
9023837,US,66032,Postal Code
9112378,EG,El Sayeda Zeinab,City
9002015,US,02170,Postal Code
9149701,IN,713157,Postal Code
9013313,US,37640,Postal Code
9043345,DE,29328,Postal Code
9061948,IN,600008,Postal Code
1015838,US,Humeston,City
9056165,FR,76520,Postal Code
9149063,IN,673572,Postal Code
9107172,HU,8100,Postal Code
9060187,CA,University of Alberta,University
9053322,JP,Kotoura,City
9030571,US,87729,Postal Code
9024297,US,67427,Postal Code
9029787,US,84302,Postal Code
9069530,IE,County Dublin,County
1001175,None,Lommel,City
9134790,MX,79490,Postal Code
9099958,BR,06675,Postal Code
9153259,IN,713423,Postal Code
1020606,US,Southwest City,City
9127329,ID,Cikarang Selatan,District
9068381,DE,81243,Postal Code
1012118,SK,Brezno,City
9070908,AU,5160,Postal Code
9137998,MX,95997,Postal Code
9146539,IN,451001,Postal Code
9058375,US,Tate County,County
9171895,JP,820-1111,Postal Code
1008648,IT,San Giuliano Terme,City
9164499,JP,086-1842,Postal Code
9158815,JP,699-1243,Postal Code
9161993,JP,388-8017,Postal Code
9115599,DE,97539,Postal Code
9177553,JP,367-0312,Postal Code
9303130,IN,140308,Postal Code
9045411,GB,LD1,Postal Code
9160489,JP,920-2353,Postal Code
9178784,JP,100-1511,Postal Code
9300389,IN,641652,Postal Code
9132130,MX,36434,Postal Code
9058566,US,Boyd County,County
9018862,US,53407,Postal Code
9040732,US,South Carolina's 7th Congressional District 2012 redistricting,Congressional District
9018905,US,53556,Postal Code
1030703,KR,Eumseong-gun,City
9145117,IN,275101,Postal Code
9171256,JP,761-1401,Postal Code
1027046,US,Bowling Green,City
9136801,MX,96366,Postal Code
9169991,JP,019-1605,Postal Code
9014221,US,40175,Postal Code
9127094,ID,Pancur,District
9040252,RO,Targu Secuiesc,City
9004235,US,10589,Postal Code
9148781,IN,636006,Postal Code
1015381,US,Hazlehurst,City
9179427,IN,277201,Postal Code
9303153,IN,721211,Postal Code
9045586,GB,GL50,Postal Code
9131045,MX,81906,Postal Code
9146187,IN,415401,Postal Code
1021882,US,Hooksett,Neighborhood
9153230,IN,695019,Postal Code
9027604,US,77029,Postal Code
9103981,NL,9822,Postal Code
1023112,US,Maine,Municipality
9155277,JP,506-2132,Postal Code
9059834,US,Cabell County,County
9052271,US,Lake Ridge,City
9056158,FR,76350,Postal Code
9161285,JP,989-1201,Postal Code
9062507,SG,Bukit Batok,Neighborhood
9139855,MX,34745,Postal Code
9033516,US,98526,Postal Code
9063168,NL,Druten,Municipality
9059516,US,Hood County,County
9170181,JP,822-1103,Postal Code
1019035,US,Shirley Mills,Neighborhood
9158206,JP,685-0104,Postal Code
9137815,MX,59735,Postal Code
9005951,US,15243,Postal Code
9053529,US,59345,Postal Code
9064587,NL,1824,Postal Code
9156401,JP,510-1324,Postal Code
9070450,RW,Eastern Province,Province
9028105,US,78288,Postal Code
9131773,MX,92084,Postal Code
1000893,AT,Eisenerz,City
9140689,MX,45787,Postal Code
20775,NO,Oppland,County
9053152,US,White Oak,City
9303397,IN,521286,Postal Code
9152514,IN,508245,Postal Code
9175440,US,Gun Barrel City,City
9300941,IN,721427,Postal Code
9302715,IN,382140,Postal Code
9048215,DE,Bergtheim,City
9135756,MX,47799,Postal Code
9148551,IN,624613,Postal Code
9016885,US,48157,Postal Code
9041748,DE,79539,Postal Code
9140152,MX,30595,Postal Code
9046958,GB,PA5,Postal Code
9008044,US,21757,Postal Code
9158684,JP,729-0416,Postal Code
9024587,US,68130,Postal Code
9146371,IN,431003,Postal Code
9137707,MX,76992,Postal Code
9049278,FR,Annoeullin,City
9019494,US,55040,Postal Code
9071343,AU,3067,Postal Code
9073037,MY,Ba'kelalan,City
9176109,JP,791-3343,Postal Code
9045576,GB,GL10,Postal Code
9301341,IN,244221,Postal Code
9068221,DE,12247,Postal Code
9168214,JP,817-1251,Postal Code
9045707,GB,BH23,Postal Code
9004034,US,08859,Postal Code
9179178,IN,171217,Postal Code
1014677,US,Bozrah,City
9101805,BR,74922,Postal Code
9077084,SA,An Nada,Neighborhood
9159929,JP,287-0236,Postal Code
1014682,US,Broad Brook,Neighborhood
9006135,US,15679,Postal Code
1024860,US,Flourtown,City
9051663,US,Buena Ventura Lakes,City
9043400,DE,27318,Postal Code
9106170,HU,5540,Postal Code
1009465,JP,Oguchi,City
9048615,DE,Nordhorn,City
9169252,JP,645-0202,Postal Code
9042398,DE,82377,Postal Code
9177927,JP,023-1551,Postal Code
1009776,JP,Miyazaki,City
1011976,RU,Murmansk,City
9024026,US,66717,Postal Code
1016063,US,Thornton,City
9154007,IN,313206,Postal Code
9146179,IN,415304,Postal Code
9144328,IN,176098,Postal Code
9116693,DE,23866,Postal Code
1024932,US,Hegins,City
9046336,GB,WF4,Postal Code
9071339,AU,3065,Postal Code
9180174,IN,768111,Postal Code
1001650,BR,Niteroi,City
1020495,US,Morrisville,City
1002589,CA,Magog,City
1002150,CA,Iqaluit,City
9021836,US,61019,Postal Code
9070032,ME,Podgorica Municipality,Municipality
1022786,US,Carmel,Municipality
9130345,MX,74956,Postal Code
1024682,US,Bovard,City
9070294,CR,Cartago Province,Province
9173813,JP,428-0001,Postal Code
9133151,MX,73739,Postal Code
9106028,HU,3381,Postal Code
9177044,JP,321-4415,Postal Code
9065969,MY,Bintawa Industrial Estate,Neighborhood
9150045,IN,754006,Postal Code
9117154,DE,34379,Postal Code
20517,IL,Center District,Region
9170770,JP,501-2302,Postal Code
9163518,JP,030-1403,Postal Code
9140397,MX,31896,Postal Code
9050735,MX,Navojoa,City
9133965,MX,27948,Postal Code
9177907,JP,997-0415,Postal Code
9005096,US,13068,Postal Code
1015301,US,Cochran,City
9018071,US,50566,Postal Code
9122504,ID,Sinjai Tengah,District
9102156,BR,85907,Postal Code
1024312,US,Purcell,City
