ID,COUNTRY_CODE,NAME,LOCATION_TYPE
9023536,US,65211,Postal Code
9118652,NZ,4893,Postal Code
9045222,GB,BT39,Postal Code
9069395,CA,Elk Island National Park,National Park
9069385,US,Wind Cave National Park,National Park
9143036,MX,81878,Postal Code
9125166,ID,Perak,District
9023714,US,65657,Postal Code
9002248,US,02912,Postal Code
9171250,JP,899-1603,Postal Code
9107808,HU,4355,Postal Code
9057333,US,Catoosa County,County
9050356,FR,Yerres,City
9121940,NZ,Burnside,Neighborhood
9043721,DE,49835,Postal Code
9102954,NL,6086,Postal Code
9007374,US,19422,Postal Code
9123063,ID,Sindue Tobata,District
9303966,IN,734421,Postal Code
9153935,IN,263138,Postal Code
9149605,IN,695524,Postal Code
1013623,US,Burlingame,City
1010976,NO,Trondheim,City
9019619,US,55356,Postal Code
1013069,US,Millport,City
9174120,JP,779-1401,Postal Code
1007564,GR,Kallithea,Municipality
9060471,US,Elmwood,Neighborhood
9135288,MX,42123,Postal Code
9119597,ID,61234,Postal Code
9113847,DE,54413,Postal Code
9044441,DE,63628,Postal Code
9062311,LV,Liepaja,City
9025734,US,72007,Postal Code
1015893,US,Manilla,City
1006863,GB,Lee-on-the-Solent,City
9302453,IN,756028,Postal Code
9071317,AU,3134,Postal Code
1019148,US,Beaver Island,City
1022511,US,Carlsbad,City
1027975,US,Freedom,Municipality
9113288,DE,02923,Postal Code
9143605,MX,92035,Postal Code
9142193,MX,74964,Postal Code
9075831,PG,Milne Bay Province,Province
9050329,FR,Villers-Cotterets,City
9117775,ID,West Seram Regency,Municipality
1014133,US,Pico Rivera,City
9162553,JP,098-6101,Postal Code
9147062,IN,503186,Postal Code
9065449,MY,Bandar Sri Kesuma,City Region
9154354,IN,504201,Postal Code
9022819,US,63030,Postal Code
1010215,MT,Valletta,City
1024173,US,Coweta,City
9144307,IN,176054,Postal Code
9113267,DE,02633,Postal Code
9019937,US,56118,Postal Code
9133458,MX,90623,Postal Code
9147195,IN,508285,Postal Code
9023335,US,64492,Postal Code
9130175,MX,59454,Postal Code
9144939,IN,262540,Postal Code
1022125,US,Flanders,Neighborhood
9006170,US,15756,Postal Code
9057812,US,Brown County,County
9051251,NL,Zevenhuizen,City
1002347,CA,Milton,City
9074788,TH,Bang Phai,City
9112162,FR,86300,Postal Code
1027648,US,Mabton,City
9132328,MX,63485,Postal Code
9047531,FI,Masku,Municipality
9074892,RU,Uzlovaya,City
9124637,ID,Muara Kuang,District
9163120,JP,962-0047,Postal Code
9070228,BJ,Zou Department,Department
9016608,US,47524,Postal Code
9109252,FR,76740,Postal Code
9005010,US,12920,Postal Code
9167442,JP,623-0006,Postal Code
9027121,US,75803,Postal Code
9148135,IN,585320,Postal Code
9071525,AU,3607,Postal Code
9061819,IN,700157,Postal Code
1029043,ZA,Underberg,City
9026236,US,73090,Postal Code
9160822,JP,979-0142,Postal Code
9068876,DE,06193,Postal Code
1025754,US,Florence,City
9077047,SA,Tuwaiq,Neighborhood
9151823,IN,262701,Postal Code
9160726,JP,506-1303,Postal Code
9162925,JP,648-0087,Postal Code
9066811,PH,Santa Mesa Heights,District
1024197,US,Fletcher,City
9064896,NL,6866,Postal Code
9125968,ID,Amanuban Timur,District
9027346,US,76373,Postal Code
9074995,RU,Aramil,City
9113713,DE,78667,Postal Code
9169813,JP,010-0681,Postal Code
9115656,DE,97256,Postal Code
9031486,US,92505,Postal Code
1007801,IN,Chandigarh,City
9161776,JP,701-2512,Postal Code
9024962,US,68947,Postal Code
9116814,DE,24975,Postal Code
9028772,US,80206,Postal Code
1003844,CZ,Klatovy,City
9152144,IN,396472,Postal Code
9072954,MY,Teluk Kerang,City
9168620,JP,848-0035,Postal Code
9148493,IN,623308,Postal Code
9024031,US,66733,Postal Code
9025046,US,69153,Postal Code
9138558,MX,42837,Postal Code
9122850,ID,Majalengka,District
9135987,MX,96369,Postal Code
9140032,MX,96998,Postal Code
9125041,ID,Plemahan,District
9126324,ID,Purwodadi,District
9168076,JP,329-2134,Postal Code
9151142,IN,832105,Postal Code
9027113,US,75783,Postal Code
9024494,US,67862,Postal Code
9025340,US,70732,Postal Code
9113519,DE,84337,Postal Code
9133501,MX,80440,Postal Code
9103590,NL,8759,Postal Code
9142914,MX,46145,Postal Code
9180133,IN,758036,Postal Code
9114126,DE,75449,Postal Code
9164926,JP,689-1403,Postal Code
9172695,JP,306-0642,Postal Code
9076349,BY,Akciabrski,City
9177891,JP,989-6228,Postal Code
9155408,JP,842-0015,Postal Code
20265,EC,Tungurahua,Province
9176816,JP,413-0511,Postal Code
9131992,MX,94972,Postal Code
1026799,US,Somerset,City
9017604,US,49709,Postal Code
9065165,NL,2628,Postal Code
9123065,ID,Nibong,District
1001854,CA,Vermilion River County No. 24,Municipality
9002385,None,03575,Postal Code
9014561,US,41649,Postal Code
9119178,ID,50156,Postal Code
9177249,JP,699-0502,Postal Code
9171576,JP,089-2634,Postal Code
9153134,IN,676521,Postal Code
9179157,IN,148029,Postal Code
9139611,MX,60935,Postal Code
1012782,TR,Istanbul,City
9023314,US,64468,Postal Code
1027293,US,Staunton,City
9055836,FR,61200,Postal Code
9164005,JP,509-7403,Postal Code
1022972,US,Hampton,City
1032158,CN,Chongzuo,City
9301316,IN,632113,Postal Code
9160065,JP,791-1707,Postal Code
9137287,MX,80753,Postal Code
9139524,MX,92173,Postal Code
9156010,JP,098-2805,Postal Code
1026549,US,Lasara,City
9010261,US,28707,Postal Code
9119644,ID,56191,Postal Code
9126633,ID,Ambalau,District
9299046,IN,Khanpur Kolian,City
9126159,ID,Remboken,District
9115797,DE,98530,Postal Code
9176286,JP,981-1525,Postal Code
9033084,US,97471,Postal Code
1016187,US,Marsing,City
9299371,IN,Thiruvankulam,City
9144397,IN,181204,Postal Code
9074108,VN,Hong Linh,City
9022779,US,62967,Postal Code
1027756,US,South Bend,City
9140675,MX,81904,Postal Code
1014337,US,Tomales,City
9302298,IN,202132,Postal Code
1016791,US,Putnam,City
1024421,US,Clackamas,City
9177158,JP,982-0231,Postal Code
1031343,MX,Santa Barbara Municipality,City
9165824,JP,527-0206,Postal Code
9022865,US,63110,Postal Code
9010412,US,29142,Postal Code
9104654,CA,L'Anse-Saint-Jean,Municipality
9062953,HU,1237,Postal Code
9103888,NL,9574,Postal Code
9116631,DE,21439,Postal Code
9018557,US,52348,Postal Code
9157841,JP,986-0103,Postal Code
9125883,ID,Kedungwaru,District
9023129,US,63935,Postal Code
9028789,US,80226,Postal Code
9104552,CA,Maryfield No. 91,Municipality
9126453,ID,Gerih,District
9137959,MX,79795,Postal Code
9005445,US,14005,Postal Code
9023649,US,65548,Postal Code
9033961,US,99680,Postal Code
9300884,IN,324003,Postal Code
1021838,US,Deerfield,City
9027513,US,76825,Postal Code
9033893,US,99603,Postal Code
9021040,US,58758,Postal Code
9012030,US,33455,Postal Code
1009068,JP,Noboribetsu,City
9063989,NL,5107,Postal Code
9029567,US,83633,Postal Code
1002264,CA,Fergus,City
9054030,US,61638,Postal Code
9057205,US,Jefferson County,County
9046795,GB,TS21,Postal Code
9040899,FR,Indre-et-Loire,Department
9142211,MX,59379,Postal Code
9026752,US,74872,Postal Code
9164554,JP,718-0211,Postal Code
9136386,MX,80574,Postal Code
9025464,US,71112,Postal Code
21579,TR,Kilis,Province
9059570,US,Midland County,County
9010584,US,29576,Postal Code
1013005,US,Fairhope,City
9012804,US,36067,Postal Code
1006502,GB,Bath,City
9057634,US,Delaware County,County
200524,US,"Atlanta, GA",DMA Region
9177194,JP,529-0301,Postal Code
9003201,US,06061,Postal Code
9031992,US,94517,Postal Code
9154994,IN,785674,Postal Code
1006903,GB,Lyneham,City
9134129,MX,96147,Postal Code
9154150,IN,413728,Postal Code
1008954,IT,Malcontenta,City
9008581,US,23669,Postal Code
9040723,PR,PR-AT LARGE 2012 redistricting,Congressional District
9019150,US,54425,Postal Code
1001576,BR,Lavras,City
1003230,CH,Baar,City
9029272,US,82310,Postal Code
9056869,TR,Sinop,City
9021914,US,61254,Postal Code
9066677,MY,14100,Postal Code
1002921,CH,Schlosswil,City
9126505,ID,Fayit,District
9104450,CA,Piopolis,Municipality
9143315,MX,31628,Postal Code
9166040,JP,698-1211,Postal Code
9108109,FR,58190,Postal Code
1027076,US,Chincoteague,City
9063506,NL,4247,Postal Code
9121040,ID,90812,Postal Code
9128193,ID,Langowan Selatan,District
9147398,IN,523190,Postal Code
1003382,CN,Changchun,City
9124748,ID,North Poso Kota,District
1017744,US,Dwarf,City
9159217,JP,318-0102,Postal Code
9178893,JP,989-2311,Postal Code
9021662,US,60515,Postal Code
9052928,US,Stockertown,City
9010453,US,29306,Postal Code
9136886,MX,33975,Postal Code
9176160,JP,716-1241,Postal Code
9065623,MY,Kampung Pantai Cicar,Neighborhood
9124715,ID,Banjarsari,District
9119857,ID,42164,Postal Code
9122055,NZ,Oamaru North,Neighborhood
9111598,FR,86110,Postal Code
1025757,US,Fort Pierre,City
9041689,DE,78647,Postal Code
9022414,US,62297,Postal Code
1032065,BR,Sao Jose dos Pinhais,City
9136648,MX,39113,Postal Code
1008363,IT,Casarano,City
1009378,JP,Eiheiji,City
9019318,US,54734,Postal Code
9179840,IN,495222,Postal Code
9142287,MX,51875,Postal Code
9179325,IN,245206,Postal Code
9166720,JP,682-0163,Postal Code
9301139,IN,500083,Postal Code
9120043,ID,92768,Postal Code
9110691,FR,47480,Postal Code
9056990,US,Pike County,County
9132626,MX,51535,Postal Code
9173507,None,960-1404,Postal Code
9179627,IN,396475,Postal Code
9053606,US,95463,Postal Code
9299732,IN,612804,Postal Code
9177768,JP,699-0905,Postal Code
9067851,PH,Baliti,Neighborhood
9011565,US,32254,Postal Code
9104234,CA,Saint-Valere,Municipality
9167310,JP,411-0801,Postal Code
9179282,IN,225003,Postal Code
9122024,NZ,Haywards,Neighborhood
1015649,US,Armstrong,City
9018292,US,51363,Postal Code
9067401,PL,Grzegorzki,Borough
9025748,US,72025,Postal Code
9120979,ID,67283,Postal Code
9058551,US,Sweet Grass County,County
9061428,CN,Ganjingzi District,District
9068581,DE,Sandhausen,Municipality
9070057,AM,Gegharkunik Province,Province
9032385,US,95537,Postal Code
9113620,DE,83088,Postal Code
9052712,US,Powdersville,City
9005792,US,14869,Postal Code
9136632,MX,91612,Postal Code
9126482,ID,Ilir Timur I,District
9121067,ID,31111,Postal Code
9120254,ID,35596,Postal Code
9162239,JP,969-3504,Postal Code
9005004,US,12913,Postal Code
9059182,US,Potter County,County
9111999,FR,72530,Postal Code
9117456,DE,56288,Postal Code
9075215,IN,Delhi,City
9112649,AU,Inner West Council,Municipality
9137082,MX,55657,Postal Code
9115196,DE,93087,Postal Code
9161876,JP,741-0072,Postal Code
9127075,ID,Pajangan,District
9063954,NL,1753,Postal Code
9044280,DE,57319,Postal Code
9176299,JP,968-0431,Postal Code
9029347,US,82801,Postal Code
9067704,GR,Kastoria,Region
9117976,ID,Brebes Regency,Municipality
1010717,NL,Honselersdijk,City
9049031,ES,Castro Urdiales,City
9005965,US,15315,Postal Code
9058655,US,Elko County,County
9121993,NZ,Casebrook,Neighborhood
1015039,US,Graham,City
9120599,ID,60197,Postal Code
9157712,JP,028-2631,Postal Code
9117649,DE,Bitburg-Prum,District
9008983,US,24827,Postal Code
9022523,US,62479,Postal Code
1025208,US,Pocono Lake,Neighborhood
9125643,ID,Nabunage,District
9030097,US,85297,Postal Code
9010395,US,29114,Postal Code
9160440,JP,741-0075,Postal Code
9168346,JP,018-5511,Postal Code
9137517,MX,42353,Postal Code
9076729,SA,Alawali,Neighborhood
9008455,US,23220,Postal Code
9021808,US,60954,Postal Code
9029588,US,83661,Postal Code
9049930,FR,Mutzig,City
9164097,JP,969-7517,Postal Code
9303310,IN,635811,Postal Code
9159868,JP,879-0233,Postal Code
9104309,CA,Saint-Joachim-de-Shefford,Municipality
9144222,IN,174004,Postal Code
20175,CN,Fujian,Region
9053023,US,Union Park,City
9054856,US,12288,Postal Code
9055283,FR,33220,Postal Code
9114424,DE,86513,Postal Code
9071939,AU,2622,Postal Code
9022456,US,62365,Postal Code
9030282,US,85936,Postal Code
9007314,US,19136,Postal Code
9074756,TH,Na Chom Thian,City
9054173,US,43519,Postal Code
9060342,US,Elliot Park,Neighborhood
1028841,JP,Yoshinogawa,City
9173567,JP,413-0234,Postal Code
9015957,US,45788,Postal Code
9303252,IN,321601,Postal Code
1025473,US,Pascoag,Neighborhood
9155890,JP,708-1547,Postal Code
1001826,CA,Lethbridge,City
9066596,MY,15050,Postal Code
9149210,IN,680123,Postal Code
9045980,GB,N20,Postal Code
1011557,PL,Lidzbark,City
9076249,VE,Capacho Viejo,City
1026801,US,Sour Lake,City
9024734,US,68467,Postal Code
1008633,IT,Massa Martana,City
9131689,MX,91486,Postal Code
9154743,IN,670621,Postal Code
9023596,US,65334,Postal Code
9074586,TH,U Taphao,City
9041237,IN,Sardar Vallabhbhai Patel International Airport,Airport
9112882,US,California's 22nd Congressional District 2022 redistricting,Congressional District
9101355,BR,48609,Postal Code
9005863,US,15060,Postal Code
9068817,FR,Ausson,City
1027192,US,Linden,City
9172831,JP,953-0011,Postal Code
9160160,JP,639-3800,Postal Code
1029587,NG,Bauchi,City
9017753,US,49958,Postal Code
9003136,US,05830,Postal Code
9150591,IN,785685,Postal Code
1029298,CO,Copacabana,City
9010817,US,30103,Postal Code
9052302,US,Lawnton,City
9009129,None,25267,Postal Code
9146160,IN,414501,Postal Code
9170007,JP,088-2331,Postal Code
1001916,CA,Lantzville,Neighborhood
9160331,JP,028-4124,Postal Code
1028205,US,Sherwood,City
9147629,IN,534316,Postal Code
9142991,MX,31671,Postal Code
9171482,JP,710-0801,Postal Code
9060640,DE,Mitte,Neighborhood
9008688,US,24022,Postal Code
9169711,JP,723-0002,Postal Code
9154887,IN,754025,Postal Code
9005183,US,13304,Postal Code
9046547,GB,L18,Postal Code
9050686,IT,San Gimignano,City
9112980,US,Illinois's 8th Congressional District 2022 redistricting,Congressional District
9139749,MX,26600,Postal Code
9032890,US,97108,Postal Code
9066022,MY,Taman Pertama,Neighborhood
9040683,US,Ohio's 13th Congressional District 2012 redistricting,Congressional District
9023886,US,66103,Postal Code
9032533,US,95823,Postal Code
9019589,US,55322,Postal Code
9052558,US,North Star,City
9007423,US,19534,Postal Code
9033405,US,98292,Postal Code
9157421,JP,952-2132,Postal Code
9302543,IN,456440,Postal Code
9005403,US,13804,Postal Code
9063896,NL,5738,Postal Code
9046637,GB,M18,Postal Code
9303226,IN,302026,Postal Code
9127709,ID,Cimerak,District
9175344,JP,899-6201,Postal Code
9063444,NL,Hilversum,Municipality
9060438,US,Tenney-Lapham,Neighborhood
9063469,NL,Schiedam,Municipality
20210,CO,Tolima,Region
9136497,MX,81334,Postal Code
9162301,JP,868-0000,Postal Code
9076915,PK,H-12,City Region
9118990,None,0624,Postal Code
9144897,IN,249205,Postal Code
9055159,FR,27000,Postal Code
9121005,ID,50149,Postal Code
9006916,US,17963,Postal Code
9011626,US,32425,Postal Code
9166280,JP,322-0303,Postal Code
9177184,JP,789-1224,Postal Code
9063010,HU,1222,Postal Code
9112027,FR,86460,Postal Code
9140093,MX,23900,Postal Code
9142437,MX,95932,Postal Code
1001215,BE,Kruibeke,City
9023656,US,65560,Postal Code
1026158,US,Wartburg,City
9048453,DE,Hunxe,City
9000850,CA,L7E,Postal Code
9029536,US,83544,Postal Code
9066978,PH,Alapan II-A,Neighborhood
20458,IN,Haryana,State
1009162,JP,Kasumigaura,City
9150372,IN,770015,Postal Code
9028473,US,79231,Postal Code
9019319,US,54736,Postal Code
9143357,MX,28640,Postal Code
1004898,DE,Schmelz,City
1006841,GB,Kings Langley,City
1018471,US,West Tisbury,City
1016366,US,Chester,City
9159377,JP,729-6612,Postal Code
9157062,JP,099-1586,Postal Code
1010457,NL,Roggel,City
9000323,CA,G6S,Postal Code
9055351,FR,34750,Postal Code
9008899,US,24531,Postal Code
9156590,JP,302-0125,Postal Code
9151743,IN,227806,Postal Code
1007102,GB,St Neots,City
9150207,IN,761025,Postal Code
9156981,JP,949-8724,Postal Code
9061935,IN,600099,Postal Code
9166604,JP,097-0101,Postal Code
1020190,US,Belleview,City
9042226,DE,70435,Postal Code
9109029,FR,86490,Postal Code
9154011,IN,313903,Postal Code
9151193,IN,841221,Postal Code
9040317,TW,Dounan Township,City
9021852,US,61044,Postal Code
9048147,DE,Alsbach-Hahnlein,City
9028978,US,80810,Postal Code
9161657,JP,501-3704,Postal Code
9178902,JP,563-0215,Postal Code
1016513,US,Granite City,City
9054576,US,24514,Postal Code
1002842,CH,Safenwil,City
9018813,US,53179,Postal Code
9076028,RS,Raca,City
1013891,US,Joshua Tree,City
9139507,MX,51776,Postal Code
9023219,US,64105,Postal Code
9051736,US,Citrus Park,City
1021195,US,Lumberton,City
9068209,DE,81547,Postal Code
9045068,GB,IP19,Postal Code
9163912,JP,314-0253,Postal Code
9050736,MX,Parral,City
9056602,FR,95190,Postal Code
1027477,US,West Halifax,Neighborhood
1021344,US,Tyner,City
1013379,US,Buckeye,City
9124769,ID,Bang Haji,District
9047672,BE,Saint Vith,City
9063591,NL,5335,Postal Code
1008565,IT,Portici,City
9012026,US,33444,Postal Code
9153308,IN,737107,Postal Code
9047157,TH,Trat,Province
9127856,ID,Sosopan,District
9149197,IN,679582,Postal Code
9058578,US,Cuming County,County
9114120,DE,Enzkreis,District
9016529,US,47342,Postal Code
9048377,DE,Glienicke/Nordbahn,City
9114284,DE,91635,Postal Code
9114180,DE,64658,Postal Code
9069093,AU,4032,Postal Code
9151147,IN,832404,Postal Code
9004181,US,10475,Postal Code
9116121,DE,09123,Postal Code
9067844,SL,Freetown,City
9002289,US,03087,Postal Code
1011391,PL,Wegrow,City
1013562,US,Auberry,City
9169070,JP,989-1502,Postal Code
9108509,FR,33350,Postal Code
9052782,US,Roxborough Park,City
9064583,NL,5244,Postal Code
9074120,BR,Mirassol,City
9123087,ID,Indrapuri,District
9176789,JP,723-0045,Postal Code
9045656,None,BS22,Postal Code
9168387,JP,043-0402,Postal Code
9023261,US,64157,Postal Code
9176734,JP,088-2685,Postal Code
9002160,US,02746,Postal Code
9066649,MY,10400,Postal Code
1003490,CN,Weihai,City
9171124,JP,781-3705,Postal Code
9069370,US,Mammoth Cave National Park,National Park
9145255,IN,305201,Postal Code
1010459,NL,Simpelveld,City
9040700,US,Oregon's 1st Congressional District 2012 redistricting,Congressional District
9067904,NL,Wezup,City
9024214,US,67124,Postal Code
9013186,US,37205,Postal Code
9152385,IN,476335,Postal Code
1016884,US,Stronghurst,City
9147583,IN,533437,Postal Code
9065472,MY,Taman Sentosa,City Region
21083,TR,Nigde,Province
9108026,HU,9814,Postal Code
9168605,JP,930-2102,Postal Code
9020856,US,58365,Postal Code
9067477,PL,Krzekowo-Bezrzecze,Neighborhood
9132608,MX,35886,Postal Code
9124796,ID,Babo,District
9106344,HU,3349,Postal Code
1002158,CA,Alliston,Neighborhood
1020978,US,Winnett,City
9148738,IN,630561,Postal Code
9148726,IN,630311,Postal Code
9002298,US,03215,Postal Code
9169526,JP,959-4412,Postal Code
9016652,US,47612,Postal Code
9027292,US,76209,Postal Code
9076879,BD,12 No. Sarai Para Ward,District
1015985,US,Pleasant Valley Township,Municipality
9025668,US,71831,Postal Code
9003465,US,07003,Postal Code
9101782,BR,74482,Postal Code
9135432,MX,29753,Postal Code
9003754,US,07935,Postal Code
9154601,IN,591287,Postal Code
9152224,IN,416501,Postal Code
9166425,JP,849-3221,Postal Code
1029428,CO,Tulua,City
9146724,IN,476554,Postal Code
9018126,US,50635,Postal Code
9107490,HU,8969,Postal Code
1013429,US,Keams Canyon,City
9155436,JP,239-0843,Postal Code
1026422,US,Gatesville,City
9026207,US,73052,Postal Code
9156898,JP,068-0016,Postal Code
9100490,BR,13480,Postal Code
1023412,US,Suffern,City
9157921,JP,884-0103,Postal Code
9042094,DE,91550,Postal Code
9133091,MX,27937,Postal Code
9141354,MX,61665,Postal Code
9111052,FR,62270,Postal Code
1000928,AT,Zeltweg,City
9040116,BG,Shumen Province,Province
9052688,US,Plum,City
9134148,MX,51750,Postal Code
1027633,US,LaCrosse,City
9107754,HU,2851,Postal Code
9146668,IN,470673,Postal Code
9031591,US,92841,Postal Code
9153769,IN,144404,Postal Code
9149814,IN,723215,Postal Code
1021270,US,Plymouth,City
1021695,US,Lexington,City
9061204,US,Carmel Mountain Ranch,Neighborhood
9177002,JP,563-0213,Postal Code
1002629,CA,Riviere-du-Loup,City
9119230,ID,69354,Postal Code
9064758,NL,6538,Postal Code
1031940,BR,Porto Nacional,City
9136109,MX,34587,Postal Code
1028925,ZA,Calitzdorp,City
9144583,IN,221508,Postal Code
9103201,NL,7766,Postal Code
9102640,NL,3612,Postal Code
9156031,JP,781-1312,Postal Code
1022713,US,Ballston Spa,City
9029023,US,80916,Postal Code
9164700,JP,434-0041,Postal Code
1026118,US,Rockwood,City
9109575,FR,89230,Postal Code
9115154,DE,92287,Postal Code
9107340,HU,3213,Postal Code
9140953,MX,69007,Postal Code
1024676,US,Blue Ball,City
9141030,MX,37923,Postal Code
9135127,MX,41091,Postal Code
9033369,US,98241,Postal Code
9060031,US,University of Maryland,University
9016848,US,48097,Postal Code
9303621,IN,415537,Postal Code
1020004,US,Northfield,City
9074126,BR,Alexania,City
9008227,US,22520,Postal Code
9005838,US,15027,Postal Code
9102429,BR,92325,Postal Code
9019689,US,55436,Postal Code
9070919,AU,5164,Postal Code
9153313,IN,741151,Postal Code
9018895,US,53544,Postal Code
9148456,IN,621705,Postal Code
9073103,NO,Vaga Municipality,Municipality
9302007,IN,229204,Postal Code
9149577,IN,695033,Postal Code
9022816,US,63025,Postal Code
9114094,DE,72227,Postal Code
9026415,US,73730,Postal Code
9102291,BR,88807,Postal Code
9169207,JP,592-8331,Postal Code
9059991,ID,Soekarno-Hatta International Airport,Airport
1017977,US,Franklin,City
1018568,US,Derwood,City
9070468,AU,6290,Postal Code
9116249,DE,17449,Postal Code
9158894,JP,377-0302,Postal Code
9116200,DE,Oberhavel,District
1008069,IT,Cavriglia,City
9124916,ID,Waru,District
9043804,DE,41352,Postal Code
9005510,US,14126,Postal Code
1008652,IT,Aviano,City
9069801,GT,Guatemala Department,Department
9031556,US,92675,Postal Code
9157817,JP,030-1212,Postal Code
9019300,US,54670,Postal Code
9101895,None,78055,Postal Code
9164459,JP,010-1351,Postal Code
9143814,MX,71056,Postal Code
1001459,BG,Veliko Tarnovo,City
9153292,IN,733121,Postal Code
9178358,JP,879-7764,Postal Code
9068963,AU,4154,Postal Code
1023589,US,Broadview Heights,City
1015758,US,Durant,City
9066016,MY,Kampung Mergong Indah,Neighborhood
9008993,US,24848,Postal Code
9130756,MX,29774,Postal Code
1024446,US,Eagle Point,City
9300414,IN,Haripura,City
9057326,US,Bulloch County,County
1020478,US,Maysville,City
9025696,US,71913,Postal Code
9008170,US,22211,Postal Code
9066177,MY,Taman Putri Kulai,Neighborhood
9003303,US,06374,Postal Code
1000050,AR,Pinamar,City
9017125,US,48654,Postal Code
9149400,IN,686577,Postal Code
1015488,US,Riverdale,City
9006440,US,16621,Postal Code
9046007,GB,E2,Postal Code
9131668,MX,60424,Postal Code
9159190,JP,895-2707,Postal Code
9002336,US,03263,Postal Code
9151457,IN,855113,Postal Code
9015887,US,45656,Postal Code
1014123,US,Pebble Beach,Neighborhood
9157272,JP,621-0255,Postal Code
9135179,MX,40740,Postal Code
9171661,JP,318-0105,Postal Code
9169164,JP,807-0133,Postal Code
9069949,KH,Kep Province,Province
9108367,FR,14260,Postal Code
9166885,JP,949-5411,Postal Code
1005727,FI,Pirkkala,Municipality
9167195,JP,894-1745,Postal Code
9020214,US,56563,Postal Code
9166994,JP,859-3705,Postal Code
9135483,MX,75219,Postal Code
9019657,US,55404,Postal Code
9168363,JP,789-0162,Postal Code
1017597,US,Oxford,City
9173926,JP,899-1402,Postal Code
9135527,MX,34305,Postal Code
9005415,US,13827,Postal Code
9073530,US,Hatfield,City
9050502,IN,Howrah,City
1015061,US,Indialantic,City
1010765,NL,Voorschoten,City
9158575,JP,702-8024,Postal Code
9126651,ID,Golewa,District
9104551,CA,Maskinonge,Municipality
9141848,MX,79420,Postal Code
9180519,IN,413702,Postal Code
9123080,ID,Joerat,District
1032318,HU,Mariakalnok,City
9303174,IN,382115,Postal Code
9177982,JP,817-1103,Postal Code
9110636,FR,14980,Postal Code
9154937,IN,766011,Postal Code
9138712,MX,98548,Postal Code
9126746,ID,Juhar,District
9055719,FR,59129,Postal Code
9178283,JP,509-2506,Postal Code
1030591,CH,Bardonnex,City
9009895,US,28018,Postal Code
9099985,BR,06722,Postal Code
9125180,ID,Limboto Barat,District
9111208,FR,14990,Postal Code
1017178,US,Lincoln City,City
9046061,GB,HP18,Postal Code
9143569,MX,36985,Postal Code
9122071,NZ,Upper Plain,Neighborhood
9117840,ID,Pangkajene and Islands Regency,Municipality
9152981,IN,623706,Postal Code
9178105,JP,999-1513,Postal Code
9156481,JP,679-2434,Postal Code
9173968,JP,381-0103,Postal Code
9073904,MX,San Marcos Huixtoco,City
9107169,HU,9182,Postal Code
9012143,US,33762,Postal Code
1030268,UA,Dubno,City
9125406,ID,Cimahi Selatan,District
9025164,US,70146,Postal Code
1005224,DK,Varde,City
9304083,IN,522312,Postal Code
1019024,US,Sanford,Neighborhood
1013783,US,Felton,City
9050441,HU,Piliscsaba,City
9130077,MX,66613,Postal Code
9116360,DE,21514,Postal Code
9002447,US,03825,Postal Code
1008010,IL,Hatzor HaGlilit,City
1011894,RU,Angarsk,City
9151465,IN,123024,Postal Code
9042646,DE,93059,Postal Code
1004098,DE,Ampfing,City
9063917,NL,5454,Postal Code
9115329,DE,08645,Postal Code
9060004,US,Miami Dade College - North Campus,University
9174338,JP,891-0513,Postal Code
9168980,JP,049-4516,Postal Code
9070346,KE,Siaya,County
9104998,CA,Hazelwood No. 94,Municipality
1001889,CA,Creston,City
9135004,MX,34460,Postal Code
1022206,US,Lake Hopatcong,City
9105643,HU,7922,Postal Code
9133971,MX,73315,Postal Code
9002183,US,02809,Postal Code
9030545,US,87565,Postal Code
1025737,US,Dell Rapids,City
9133397,MX,78585,Postal Code
9127554,ID,South Bacan,District
9104382,CA,Saint-Arsene,Municipality
9043953,DE,45772,Postal Code
1024916,US,Hadley,City
9119311,ID,16730,Postal Code
9065269,NL,3042,Postal Code
1032157,CN,Chizhou,City
1015766,US,Eldon,City
9025938,US,72444,Postal Code
9068538,DE,97236,Postal Code
9162685,JP,350-0415,Postal Code
9130564,MX,58517,Postal Code
9137264,MX,99510,Postal Code
1004231,DE,Mittenwald,City
9061746,IN,380052,Postal Code
9032215,US,95224,Postal Code
1005367,DZ,Biskra,City
9174804,JP,314-0102,Postal Code
9046009,GB,E3,Postal Code
9138181,MX,22925,Postal Code
9113018,US,Louisiana's 6th Congressional District 2022 redistricting,Congressional District
9148706,IN,629201,Postal Code
9161611,JP,786-0325,Postal Code
9022287,US,62022,Postal Code
9031180,US,91384,Postal Code
9146757,IN,481001,Postal Code
9019714,US,55613,Postal Code
9029166,US,81416,Postal Code
9021500,US,60110,Postal Code
9127596,ID,Balantak Utara,District
9027552,US,76890,Postal Code
9076080,RS,Vodice,City
9161667,JP,036-0405,Postal Code
9012431,US,34953,Postal Code
9066405,MY,Damansara Damai,Neighborhood
9140666,MX,67490,Postal Code
9127514,ID,Semidang Aji,District
9003743,US,07921,Postal Code
9020664,US,57748,Postal Code
9300274,IN,247664,Postal Code
9176260,JP,656-0031,Postal Code
9072423,AU,5290,Postal Code
9301965,IN,247771,Postal Code
1028129,US,Omro,City
9068446,DE,12629,Postal Code
9028703,US,79934,Postal Code
9119511,ID,57126,Postal Code
1002575,CA,Lasalle,Neighborhood
9103711,NL,9156,Postal Code
